,indicator,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1
655,1,Triborough Bridge Playground B,"Hoyt Avenue, 21 to 23 streets",No,Not Available,40.784987,-73.925913,NA,NA
656,1,Underwood Park,Lafayette & Waverly avenues,Yes,Yes,40.688544,-73.966485,30.2240897,-92.0198427
657,1,Washington Square Park Western Half,"5 Avenue, Waverly Place, West 4 & MacDougal streets.",Yes,Not Available,40.731397,-73.997007,30.0309108,-90.2171064
658,1,Wayanda Park,Robard Lane & 217 Street,Yes,Not Available,40.710342,-73.739511,40.7101235,-73.7395005
659,1,Weeping Beech Park,37 Avenue & Bowne Street,Yes,Not Available,40.763414,-73.824469,41.5505926,-87.2047099
660,1,West 2nd Street Playground,W. 2nd Street,Yes,Not Available,40.586441,-73.969889,33.3909024,-104.7074011
661,1,Luna Park Playground,W 8 St.,Yes,Not Available,40.576062,-73.978829,33.4242225,-94.057226
662,1,William E. Kelly Memorial Park,"Avenue S, East 14 & East 15 streets",Yes,Not Available,"40.604574, ",-73.95627,45.4572407,-91.0830932
663,1,Williamsbridge Oval,"Reservoir Oval East, Reservoir Oval West, Reservoir Place, Putnam Place, Bainbridge Avenue, Wayne Avenue, Tryon Avenue, Holt Place, Van Cortlandt Avenue",Yes,Not Available,40.8779125,-73.8775576,NA,NA
664,1,Willis Playground,"East 139 Street, East 140 Street, Willis & Alexander avenues",Yes,Not Available,40.8109536,-73.9228473,39.7107508,-95.5084783
665,1,Willow Lake Playground (PS 196),Grand Central Parkway between 71 & 72 avenues,Yes,Not Available,40.722735,-73.836987,NA,NA
666,1,Wingate Park,Brooklyn Avenue & Rutland Road,Yes,Not Available,40.6585943,-73.9442483,33.0303077,-83.9287213
667,1,Woods Playground,Bergen Street & Utica Avenue,Yes,Not Available,40.675133,-73.930523,40.7233091,-74.1994354
668,1,Woodtree Playground,"20 Avenue, 37 Street, 38 Street",Yes,Not Available,40.7772518,-73.9025345,30.0443639,31.0364072
